-4.300473697478326973e-02,-4.141998827186334220e-02,-2.373328255195555729e-03,-1.265940166255449112e-02,-1.325686639764447027e-02,1.355102018630275837e-02,-6.453501790415064332e-02,3.905078131585637546e-02,4.901571400115546651e-02,6.785810846416415187e-02,1.788426270792684014e-02,2.331151019982345349e-02,-2.224855740699295190e-02,-2.184938232014698931e-02,1.361792834743844327e-01,2.145245413316388544e-02,5.127568686519665825e-02,-1.740529730048540891e-01,2.632233886194877970e-01,2.331835509072102131e-01,1.085574165334336760e-01,1.172996130102292173e-01,5.349686370490132348e-02,8.291954660506997699e-02,3.948138304632855394e-02,2.053627422228140528e-02,1.083908059048975872e-02,5.502294973183244678e-05,-7.024394886652474135e-02,-2.925597323332184210e-03,1.674982771983538066e-02,6.890458039318032857e-02,1.077920049985310602e-02,-5.414300901852529130e-02,1.330607269162316919e-01,5.572921172698648562e-02,3.044989981014385033e-02,1.097184235540803708e-02
-1.464027770221813275e-02,-2.451049685465864908e-02,2.534306407100025277e-02,2.543905975686588244e-02,3.956015838406880952e-02,1.485806230387891162e-02,-7.578605642837607514e-02,-2.213925126854888667e-02,1.860611163574358087e-02,1.081513214361367985e-02,-1.614525488913308091e-02,-2.478079394544515160e-02,-2.635975106796616466e-02,1.508044480742003028e-02,1.175424991172675376e-01,3.361400485315580583e-02,6.518705983798982022e-03,-1.078300933836556091e-01,1.250727697859315146e-01,1.435491785440885515e-01,3.540547176009513353e-02,1.081857299520217197e-01,4.243027773809630865e-02,1.026432615532064524e-01,-2.740651887442812490e-02,-1.637407873829623689e-02,3.657525414513081857e-02,4.521723683967348445e-02,-2.979276739005115235e-02,-5.972869671762505439e-03,1.023634743202652374e-02,2.889882172279330946e-02,2.214229799707475091e-02,-1.356046642231862470e-02,7.099011742523464452e-02,-1.344793686508372011e-03,-2.480326419054169548e-02,-4.482105762645654384e-02
5.987256135504869306e-03,-1.963697816643705102e-02,8.090031232501092295e-02,6.031002905311745599e-02,-5.150396029406485027e-02,3.439796584543655666e-02,2.039904416481620048e-02,2.409161019636767431e-01,9.552802697837554924e-02,1.956734892716522622e-01,9.223034971596712206e-02,2.063519762405799096e-01,1.877673384117532485e-01,2.281351939801056772e-01,2.216577377388408709e-01,2.359888955949328293e-01,-5.974582196151134034e-02,-1.751336818551361696e-01,6.902508008984021837e-01,5.690111646783243549e-01,3.061565534449493531e-01,2.382153771355705330e-01,2.850091570903034999e-01,1.629956556133083379e-01,1.966213642329909528e-01,1.649710493259821664e-01,2.167299267948258057e-01,1.101309542490339494e-01,-2.515060593886949553e-02,5.802618957499389163e-02,2.220100169661788359e-01,2.108460777627740868e-01,1.554768270150848897e-01,1.700456668256581649e-01,1.994307699265292777e-01,2.389456063838485689e-01,1.609264378949283036e-01,2.374657814274838963e-01
-6.466483550694164528e-02,-1.178919023658196452e-01,1.568945270200135592e-02,2.772836423917485887e-02,-6.347124698792858122e-02,-3.995767527509441058e-02,-2.749909960325467792e-02,1.688358645271768044e-01,3.160476224822820340e-02,6.941182531054655713e-02,2.754627095068968440e-02,9.629075849975321510e-02,1.546636228339156593e-01,2.400148835407191483e-01,1.787091837476859346e-01,1.253179627089910930e-01,-6.190333803211825470e-02,-2.281095939025899189e-01,6.448223314578015453e-01,5.577346357200779758e-01,1.868795740408231154e-01,2.137684988400246899e-01,2.117823066857897063e-01,1.848543403482896252e-01,2.791732996006346737e-02,-4.369370613321948288e-02,1.095496748961276440e-01,4.337938585772090072e-02,-1.168808946179051705e-01,-4.282334633778126648e-02,1.159516772274086366e-01,1.002416300611707334e-01,1.102889291834637658e-01,8.723729499667993992e-02,1.708299640720150614e-01,1.084805345575106800e-01,7.748832509798740664e-02,1.148883114641445352e-01
-7.842936920819164326e-02,-1.909406956904989294e-01,-1.363950911403855881e-01,-1.209816806850390752e-01,-9.764432809912722278e-02,-7.221567189856964442e-02,-5.349150129433245110e-02,5.503863913446366274e-02,-5.322348056104782288e-02,-7.289803964809554726e-02,-5.276154755574057878e-04,1.079632469640942442e-02,1.599925720672074059e-01,1.074609075039299477e-01,-3.982192986404609059e-02,-1.005887157091225059e-01,-6.731130867718217170e-02,-2.082091267425170700e-01,5.796846263322882331e-01,3.057531384448293199e-01,1.065715913108137708e-01,1.361323113555974740e-02,2.058319816158884763e-01,1.418612332732140796e-02,9.627307252070674976e-03,-1.641419776481675974e-01,1.073971156321130715e-01,-4.372397353547179816e-02,-1.807852113084835732e-01,-1.227161043176823868e-01,2.095733240961922955e-02,-2.880902249328616549e-02,5.467638089208373686e-03,-1.329472403276437537e-02,3.037119919123541095e-02,-3.506665994976906897e-02,4.139958402916055213e-02,5.215116860075127980e-02
-4.908836200700210373e-02,-8.545202836942539237e-02,9.363612624257297568e-02,8.625923456264852907e-02,-1.425840823039229432e-01,-1.023834813987904574e-01,-5.884043451053056623e-02,2.749571938820610795e-02,-2.327976160233159383e-02,-3.175931218609856781e-04,-2.722472778283228922e-02,-1.268184690685229300e-02,6.680229364237033618e-02,8.895936455067660065e-02,7.368374775840999535e-02,7.876509135355318214e-02,-1.203896453069135397e-01,-2.356790168364117644e-01,4.084798569829612980e-01,3.564692472949270718e-01,1.134592464007550677e-01,1.179212414881915805e-01,1.342652198677937447e-01,7.090769662809914831e-02,-1.853761352060516107e-02,-4.874272717533133931e-02,5.788288747224407810e-02,-4.174606036365666184e-02,-5.575383412201666278e-02,-1.150696071229785448e-02,7.099433039408578616e-02,5.272122246838924220e-02,9.838019156862637393e-02,2.516827652076865027e-02,9.180623041197201462e-02,4.931774961326933215e-02,-3.604156373154758508e-02,-2.357839636526927810e-02
-3.893302333544428756e-02,-4.319020191961819854e-02,2.967700246051302795e-02,2.930994492256763437e-02,-6.850338920181807401e-02,-3.447772565329997735e-02,-5.781367874194682371e-02,2.635558737415855113e-02,3.970991180160948070e-02,1.919060780305533245e-02,1.319163249904281403e-02,1.354668819780867686e-02,1.491930372526453080e-02,-4.807701425536243557e-03,6.505040961062232008e-02,6.391962317547038308e-02,-1.541263815607251536e-02,-1.466111381631332033e-01,3.616511830347181045e-01,2.699219995735603339e-01,1.378505250473671118e-01,9.485016665797961488e-02,9.603404893355772798e-02,4.836962669824069333e-02,6.828910668010304552e-02,9.075351785089471462e-03,3.276635256031525112e-02,-2.570870349704733673e-02,-9.277663991521985232e-02,-8.928328435886256909e-03,2.351323514711580950e-02,5.974744786324580337e-02,2.115695195811990309e-02,-3.184030882951121438e-02,1.251277976582412244e-01,3.850625806406891144e-02,1.505345116304685447e-02,7.961502806730502355e-03
-1.595456220618712839e-02,-4.936908030567690141e-03,9.830122814124185593e-02,8.632740301108204894e-02,-2.737538509965592101e-02,1.659211101216804055e-02,-2.462472405820052140e-02,1.229035182739343091e-01,1.004782935134883731e-01,1.043303889282170827e-01,5.895039406539634430e-02,1.106061701191995983e-01,8.056137117651181179e-02,9.366067889653818812e-02,1.879558984113235132e-01,2.202526013595409171e-01,1.632778819650682750e-02,-8.143041036694689816e-02,4.794220647268357949e-01,3.859644151107883281e-01,2.272297802823553814e-01,1.842651411387687677e-01,1.591586419198281754e-01,1.193139484920055504e-01,1.818604332467326223e-01,1.342492372872185757e-01,9.371123642101313045e-02,5.039497921041899420e-02,-3.509378479593472377e-02,5.110442583937230970e-02,1.283478608240024299e-01,1.565175861433325266e-01,6.430050707532913856e-02,5.457287895794417365e-02,1.892072555885823126e-01,1.294639382299992703e-01,9.349654431092910278e-02,1.160618773083055555e-01
-1.398645082229717507e-01,-2.981429616770003409e-03,-3.709850748567221357e-02,9.453154182431691135e-04,-1.256505861421011172e-01,-1.850949922681176946e-02,-1.347479624652654362e-01,-2.441235374410871337e-02,-7.576163583948111735e-02,-5.483295682135291838e-02,-5.360242998674893261e-02,-2.471849087159674191e-02,-4.010350521197742629e-02,-2.779339414966690291e-02,2.059867653125631998e-02,-1.359380394246753956e-02,2.289034407557663173e-02,-1.426155231258983691e-01,2.298913691263959613e-01,1.608335526330979537e-01,1.427423554332021283e-01,6.310061802552278942e-02,4.215114722544234527e-02,6.441532724069744253e-02,-1.857973840829869883e-02,-3.895134252067949249e-02,-2.181907192987990116e-02,9.251766211086986241e-03,-1.469445333178835689e-01,-2.388549473707222634e-02,-7.354231017915412172e-02,4.786498278889837060e-02,-2.920054808928070414e-02,-1.551338749954038823e-02,1.541784142469143463e-02,-5.768304354433174963e-02,-6.566875608505431949e-02,-4.254801969673547429e-02
-1.297364114438906146e-01,-9.191945347462410210e-02,4.922019800338828938e-02,5.475247323132135385e-02,-1.060786956176254930e-01,-6.114874136985234271e-02,-4.670148554020563808e-02,1.167004731832577968e-01,-1.900729034875581550e-02,-4.300799144758482226e-03,2.455198522547957177e-03,6.574347179910049188e-02,3.177222389045939593e-02,8.485264700377323499e-02,5.360982368587948604e-02,4.105324198810718361e-02,2.977977158371799063e-02,-1.366210796977096187e-01,4.184683646966043669e-01,3.559893887592696093e-01,1.118088888026811667e-01,8.960608546208506664e-02,8.787620446990261625e-02,9.541394363474521578e-02,1.957461950430671588e-02,-2.103119362336572720e-02,-3.382724182032208898e-03,-2.637527531939450401e-02,-1.531322362691168726e-01,-5.385728068562439796e-02,2.286994307870545903e-02,6.141980302373096362e-02,3.006527519059568401e-02,-3.002675605635958707e-03,9.577067377258255410e-02,3.461808093662592511e-02,3.168830443494063953e-02,7.227144863445597589e-02
