,HC-DN_pattern_PLS_C1,HC-DN_pattern_PLS_C2,HC-DN_pattern_PLS_C3
1,-0.0155450061007279,-0.0136895818152272,0.1004291509148076
2,0.149076751784009,-0.1317565791290317,-0.0208114391897829
3,0.1131762553626289,0.1767374366397723,0.0119218227336194
4,0.0131598843614076,-0.0253181135623519,-0.0186391877217703
5,0.3534775172880866,-0.0114156824826646,-0.0721374846135963
6,0.1295181433804975,-0.0315879608120933,0.0769002651299283
7,-0.0049413962947945,0.0205208294138202,0.0519579867467167
8,-0.0394306340045013,-0.0095156158738811,-0.0969689816405747
9,0.1040510902393291,0.006957746247562,-0.0965773058884193
10,-0.0804923376088231,0.0057070779615914,-0.0354723246763325
11,0.1817087683409602,0.0647210796332246,0.0644221550837947
12,0.0713803506627447,0.0926215075337291,0.0375604951655527
13,0.1329090803858826,-0.0932644884618233,-0.0607236732744587
14,0.0746909697294302,0.0504888771223011,0.1179313501179647
15,0.0580502113917802,0.0628156163293926,0.0666537573169757
16,0.1490777085692315,-0.012037335452025,-0.011534483480629
17,0.1810596726328103,0.0089102347848382,0.0088420135751395
18,0.0598479016197887,0.0733519966125568,0.070377724993903
19,0.0923801317703366,0.0091927234190765,0.0050699914593651
20,0.0773805812744531,-0.0408714122570875,-0.0153388881176275
21,0.067408093156333,-0.1684463821236253,-0.0252058169491325
22,-0.0988569018860754,-0.0644665203245591,0.0746841763098972
23,0.1965742378202066,0.0829300083267375,0.0158811173353655
24,0.0399084203465184,0.0333787750131292,0.0561880618930217
25,0.2103749371465644,0.0177326024418522,-0.0761083824018213
26,-0.0548140270348047,0.1037441358916478,-0.2128796172723408
27,-0.1160010527750393,0.0286674187997642,0.0265680178613995
28,0.1087019075680747,-0.0240519588284491,-0.0817078370121925
29,0.0608432028707213,-0.0562980948621479,0.00489239216886
30,-0.0369079783610094,0.0072286529416335,-0.1316369848557429
31,-0.0175597351126193,-0.0530104599937204,-0.1250389801004675
32,0.191747264241494,-0.0229373422434213,0.1091716119046409
33,0.2075147499688994,0.0125148376644543,0.0210417298108266
34,-0.0810734039943037,0.084051727831423,0.0489869069023311
35,0.1280583272347603,-0.0486388860467026,-0.0985064912807193
36,0.0978067670363757,0.0209972931326635,-0.1435171751971123
37,0.1148529573979348,0.0173141526720822,-0.0455144446432254
38,0.0303564611418417,-0.0024177415686611,-0.0488761227690173
39,-0.0316334051675497,-0.0498773715202925,0.0662027062901767
40,-0.1260390609817625,-0.0261359882596959,0.0039235990755703
41,0.0406652964361441,0.032970539570948,-0.1649941321897075
42,0.0228015923087039,-0.0563275730998233,0.121567257901656
43,0.1840049531209185,0.1482735370929218,-0.0658778385442445
44,-0.0661252911857171,0.0866353534349807,-0.1026894930079392
45,0.0995034545549636,-0.0091738367011211,0.0663280504618252
46,0.0727608055979486,-0.1215585749920972,0.1516659202886895
47,0.2227975367216229,-0.0716562285018329,-0.1233422816704672
48,-0.0546552470310718,0.0147314858986169,-0.0253056240726856
49,0.1227821045783114,-0.0959174656009603,-0.0285588163527585
50,-0.0608108216085596,0.068702258020025,-0.0128707282126841
