,HC-DN_pattern,PLS_C1,PLS_C2,PLS_C3,HC-DN_pattern_PLS_C1,HC-DN_pattern_PLS_C2,HC-DN_pattern_PLS_C3
Component: 36,0.16173294320674805,0.19237579453610756,-0.09816137775503929,-0.1913616598446453,0.09780676703637572,0.020997293132663512,-0.1435171751971123
Component: 37,0.23949890098200247,0.2004804473475285,-0.08420016030988622,-0.15422342504437592,0.11485295739793489,0.017314152672082257,-0.045514444643225405
Component: 38,0.050251894441112825,0.1543247580920732,-0.09324168332978403,-0.15376487278288234,0.030356461141841717,-0.002417741568661135,-0.04887612276901736
Component: 39,0.04926153535384944,0.15808955694609647,-0.09730477023130772,-0.13796110891338328,-0.03163340516754977,-0.04987737152029256,0.06620270629017677
Component: 40,-0.12572841925166653,0.16989251282151246,-0.09971615098901163,-0.14622676234002138,-0.1260390609817625,-0.02613598825969597,0.00392359907557037
Component: 41,0.10565482932015832,0.1602991249231066,-0.08565819981810763,-0.19051344420238936,0.04066529643614412,0.03297053957094803,-0.16499413218970754
Component: 42,-0.008012793557782283,0.15962280278527757,-0.1002694797913055,-0.1484545181949285,0.022801592308703936,-0.05632757309982337,0.12156725790165603
Component: 43,-0.15442720302084806,0.18408582329870135,-0.10373556028863266,-0.16212726598064992,0.18400495312091855,0.1482735370929218,-0.06587783854424453
Component: 44,-0.16829168158230046,0.17126339058516563,-0.11087021067250206,-0.1567318882337738,-0.06612529118571717,0.08663535343498077,-0.10268949300793927
Component: 45,-0.20078705527900592,0.15792169013288135,-0.09521683563259808,-0.134882905635046,0.0995034545549636,-0.009173836701121107,0.0663280504618252
Component: 46,0.1286880469148286,0.17872361564102465,-0.10702999078908071,-0.11821400253621081,0.07276080559794862,-0.12155857499209727,0.1516659202886895
Component: 47,-0.1296936789768398,0.19980241757867495,-0.1077618545690509,-0.1802610704278105,0.22279753672162295,-0.07165622850183295,-0.1233422816704672
Component: 48,-0.18596698209649992,0.15856490868940246,-0.0988341576813639,-0.1455319333061458,-0.05465524703107186,0.014731485898616907,-0.025305624072685672
Component: 49,-0.22285333775545071,0.10188070282151125,-0.08566644203568415,-0.1291913512688705,0.1227821045783114,-0.09591746560096034,-0.02855881635275853
Component: 50,0.17884382732834955,0.14328807776969948,-0.08679119824203413,-0.13037156253896248,-0.06081082160855962,0.06870225802002504,-0.012870728212684184
